FID,modern_name,day,month,year,Date_Notes,latitude,longitude,County,notes,Sources,Sou,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,Count,BekyntonMY,BekyntonYM,BekYMD
146,Banwell,6,5,1459,,51.326813,-2.876855,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1459,1459/5,1459/5/6
147,Banwell,12,5,1459,,51.326813,-2.876855,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1459,1459/5,1459/5/12
148,Banwell,20,5,1459,,51.326813,-2.876855,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1459,1459/5,1459/5/20
149,Banwell,4,6,1459,,51.326813,-2.876855,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1459,1459/6,1459/6/4
150,Banwell,7,6,1459,,51.326813,-2.876855,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1459,1459/6,1459/6/7
151,Banwell,11,6,1459,,51.326813,-2.876855,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1459,1459/6,1459/6/11
152,Banwell,12,6,1459,,51.326813,-2.876855,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1459,1459/6,1459/6/12
153,Banwell,15,6,1459,,51.326813,-2.876855,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1459,1459/6,1459/6/15
154,Banwell,20,6,1459,,51.326813,-2.876855,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1459,1459/6,1459/6/20
155,Banwell,21,6,1459,,51.326813,-2.876855,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1459,1459/6,1459/6/21
156,Banwell,23,6,1459,,51.326813,-2.876855,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1459,1459/6,1459/6/23
157,Banwell,24,6,1459,,51.326813,-2.876855,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1459,1459/6,1459/6/24
158,Banwell,1,7,1459,,51.326813,-2.876855,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1459,1459/7,1459/7/1
159,Banwell,9,7,1459,,51.326813,-2.876855,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1459,1459/7,1459/7/9
160,Banwell,13,7,1459,,51.326813,-2.876855,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1459,1459/7,1459/7/13
161,Banwell,23,7,1459,,51.326813,-2.876855,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1459,1459/7,1459/7/23
162,Banwell,26,7,1459,,51.326813,-2.876855,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1459,1459/7,1459/7/26
163,Banwell,26,7,1459,,51.326813,-2.876855,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Elizabeth Biccomb,"widow, relict of Hugh Biccomb, gentleman, of Craucomb",Master John Pope,S.T.P.,Master Robert Peuesy,Canon of Wells,,,1,7/1459,1459/7,1459/7/26
164,Banwell,23,2,1460,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,2/1460,1460/2,1460/2/23
165,Banwell,23,8,1461,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,8/1461,1461/8,1461/8/23
166,Banwell,22,8,1461,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,8/1461,1461/8,1461/8/22
167,Banwell,26,8,1461,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,8/1461,1461/8,1461/8/26
168,Banwell,1,9,1461,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,9/1461,1461/9,1461/9/1
169,Banwell,14,9,1461,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,9/1461,1461/9,1461/9/14
170,Banwell,17,9,1461,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,9/1461,1461/9,1461/9/17
171,Banwell,7,10,1461,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,10/1461,1461/10,1461/10/7
172,Banwell,5,6,1462,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,6/1462,1462/6,1462/6/5
173,Banwell,5,6,1462,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,6/1462,1462/6,1462/6/5
174,Banwell,5,6,1462,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,6/1462,1462/6,1462/6/5
175,Banwell,3,7,1462,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,7/1462,1462/7,1462/7/3
176,Banwell,8,7,1462,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,7/1462,1462/7,1462/7/8
177,Banwell,12,7,1462,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,7/1462,1462/7,1462/7/12
178,Banwell,14,7,1462,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,7/1462,1462/7,1462/7/14
179,Banwell,21,7,1462,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,7/1462,1462/7,1462/7/21
180,Banwell,31,7,1462,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,7/1462,1462/7,1462/7/31
181,Banwell,25,8,1462,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,8/1462,1462/8,1462/8/25
182,Banwell,8,9,1462,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,9/1462,1462/9,1462/9/8
183,Banwell,24,9,1462,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,9/1462,1462/9,1462/9/24
184,Banwell,25,9,1462,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,9/1462,1462/9,1462/9/25
185,Banwell,26,9,1462,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,9/1462,1462/9,1462/9/26
186,Banwell,3,9,1463,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,9/1463,1463/9,1463/9/3
187,Banwell,26,9,1463,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,9/1463,1463/9,1463/9/26
188,Banwell,28,9,1463,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,9/1463,1463/9,1463/9/28
189,Banwell,2,10,1463,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,10/1463,1463/10,1463/10/2
190,Banwell,9,10,1463,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,10/1463,1463/10,1463/10/9
191,Banwell,10,10,1463,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,10/1463,1463/10,1463/10/10
192,Banwell,11,5,1452,,51.326813,-2.876855,Somerset,(Spelling on all Banewell or Banwell?),,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1452,1452/5,1452/5/11
193,Banwell Chapel,20,1,1448,,51.326813,-2.876855,Somerset,Banwell chapel,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1448,1448/1,1448/1/20
194,Banwell Chapel,15,1,1454,,51.326813,-2.876855,Somerset,Chapel in Banwell manor,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1454,1454/1,1454/1/15
195,Banwell Chapel,15,7,1459,,51.326813,-2.876855,Somerset,Chapel in Banwell manor,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1459,1459/7,1459/7/15
196,Banwell Manor,31,12,1446,,51.326813,-2.876855,Somerset,Banwell manor,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1446,1446/12,1446/12/31
197,Banwell Manor,12,10,1447,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,10/1447,1447/10,1447/10/12
198,Banwell Manor,15,4,1450,,51.326813,-2.876855,Somerset,Banewell Manor,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1450,1450/4,1450/4/15
199,Banwell Manor,26,2,1460,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,2/1460,1460/2,1460/2/26
200,Banwell Manor,26,2,1460,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,2/1460,1460/2,1460/2/26
201,Banwell Manor,25,9,1447,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,9/1447,1447/9,1447/9/25
202,Banwell Manor,3,10,1463,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,10/1463,1463/10,1463/10/3
203,Banwell Manor,13,10,1463,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,10/1463,1463/10,1463/10/13
204,Banwell Manor,27,8,1462,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,8/1462,1462/8,1462/8/27
205,Banwell Manor,23,9,1447,,51.326813,-2.876855,Somerset,Saturday of the four seasons,,,,,,,,,,,,,,1,9/1447,1447/9,1447/9/23
206,Banwell Manor,23,9,1452,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,9/1452,1452/9,1452/9/23
207,Banwell Manor,23,12,1452,,51.326813,-2.876855,Somerset,Saturday of the four seasons,,,,,,,,,,,,,,1,12/1452,1452/12,1452/12/23
208,Banwell Manor,22,12,1453,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,12/1453,1453/12,1453/12/22
209,Banwell Manor,31,5,1455,,51.326813,-2.876855,Somerset,Eve of Holy Trinity,,,,,,,,,,,,,,1,5/1455,1455/5,1455/5/31
210,Banwell Manor,18,9,1456,,51.326813,-2.876855,Somerset,Saturday of the four seasons,,,,,,,,,,,,,,1,9/1456,1456/9,1456/9/18
211,Banwell Manor,11,6,1457,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,6/1457,1457/6,1457/6/11
212,Banwell Manor,23,9,1458,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,9/1458,1458/9,1458/9/23
213,Banwell Manor,24,9,1458,,51.326813,-2.876855,Somerset,ordained,,,,,,,,,,,,,,1,9/1458,1458/9,1458/9/24
214,Banwell Manor,4,2,1459,,51.326813,-2.876855,Somerset,ordained,,,,,,,,,,,,,,1,2/1459,1459/2,1459/2/4
215,Banwell Manor,19,5,1459,,51.326813,-2.876855,Somerset,Saturday of the four seasons,,,,,,,,,,,,,,1,5/1459,1459/5,1459/5/19
216,Banwell Manor,12,6,1462,,51.326813,-2.876855,Somerset,,,,,,,,,,,,,,,1,6/1462,1462/6,1462/6/12
217,Banwell Parish Church,6,10,1446,,51.326813,-2.876855,Somerset,Parish church,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1446,1446/10,1446/10/6
218,Bath,23,10,1449,,51.374455,-2.374923,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1449,1449/10,1449/10/23
219,Bath,28,9,1454,,51.374455,-2.374923,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1454,1454/9,1454/9/28
220,Bath,17,10,1454,,51.374455,-2.374923,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1454,1454/10,1454/10/17
221,Bath priory,11,9,1455,,51.3815,-2.3587,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1455,1455/9,1455/9/11
222,Bedewynde,24,12,1443,,51.379,-1.602,,Bishop's inn at Bedewynde,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1443,1443/12,1443/12/24
223,Bekyngton,14,10,1448,,51.2642,-2.2857,,Dwelling-house of Bekyngton rectory,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1448,1448/10,1448/10/14
224,London Bishop Salisbury Manor Fletestreet,31,10,1460,,51.51362,-0.1061,,,,,,,,,,,,,,,,1,10/1460,1460/10,1460/10/31
225,Bristol,2,10,1448,,51.450283,-2.584094,Gloucestershire,An upper chamber wherein the bishop was lodging in the house of the Augustinian Friars,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1448,1448/10,1448/10/2
226,Bristol Bridge,14,4,1450,,51.4536,-2.5913,,"on the bridge of Avon, Bristol (?) (145)",,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1450,1450/4,1450/4/14
227,Brusshford,8,7,1445,,51.0208,-3.5419,Somerset,Brusshford parish church,*** relook at entry p. 42-43,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1445,1445/7,1445/7/8
228,Bruton,6,8,1449,,51.1044,-2.45843,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,8/1449,1449/8,1449/8/6
229,Bruton,19,4,1452,,51.1044,-2.45843,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1452,1452/4,1452/4/19
230,Bruton,0,0,0,,51.1044,-2.45843,Somerset,County of Somerset,"enrollment, relook at p. 193 - pleas before John Arundell, of Lychet Mawtreverse, Robert Hulle the younger, and John Stourton, justices of the peace and of oyer and terminer in the county of Somerset, held at Bruton on Saturday in Easter week, 2 Hen. V.",Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,/,/,//
231,Bury St. Edmunds,25,2,1447,,52.243086,0.70826,Suffolk,In the parliament held in the monastery there,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1447,1447/2,1447/2/25
232,Chapter House of Bath,15,9,1447,,51.2101,-2.64639,Somerset,used wells cathedral location,,,,,,,,,,,,,,1,9/1447,1447/9,1447/9/15
233,Chierd,17,9,1444,,50.867487,-2.967681,Somerset,Chard?,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1444,1444/9,1444/9/17
234,Chiew,10,9,1446,,51.336101,-2.59729,Somerset,,location based on brief research,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1446,1446/9,1446/9/10
235,Chiew,10,10,1449,,51.336101,-2.59729,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1449,1449/10,1449/10/10
236,Chiew,18,10,1449,,51.336101,-2.59729,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1449,1449/10,1449/10/18
237,Chiew,14,9,1455,,51.336101,-2.59729,Somerset,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,9/1455,1455/9,1455/9/14
238,Chiew Manor,18,10,1449,,51.3653,-2.6069,Somerset,Manor of Chiew,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1449,1449/10,1449/10/18
239,Dogmersfield,21,2,1444,,51.261833,-0.883505,Hampshire,p. 8,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Master John Moreton,,Master Thomas Mersshe,,Master John Machon,notary-public,William North,,1,2/1444,1444/2,1444/2/21
240,Dogmersfield,26,2,1444,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,Nicholas Collys,,1,2/1444,1444/2,1444/2/26
241,Dogmersfield,19,8,1444,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,8/1444,1444/8,1444/8/19
242,Dogmersfield,20,8,1444,,51.261833,-0.883505,Hampshire,,*** p. 14,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,8/1444,1444/8,1444/8/20
243,Dogmersfield,29,8,1444,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,8/1444,1444/8,1444/8/29
244,Dogmersfield,26,10,1444,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,10/1444,1444/10,1444/10/26
245,Dogmersfield,4,11,1444,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1444,1444/11,1444/11/4
246,Dogmersfield,30,11,1444,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,11/1444,1444/11,1444/11/30
247,Dogmersfield,1,12,1444,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1444,1444/12,1444/12/1
248,Dogmersfield,22,12,1444,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1444,1444/12,1444/12/22
249,Dogmersfield,22,12,1444,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1444,1444/12,1444/12/22
250,Dogmersfield,7,1,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,William Gye,Vicar in the choir of Wells Cathedral,John Machon,Clerk of the dioceses of Bath and Wells and Worcester,William Langton,"clerk, notary-public",,,1,1/1445,1445/1,1445/1/7
251,Dogmersfield,12,1,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1445,1445/1,1445/1/12
252,Dogmersfield,18,1,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1445,1445/1,1445/1/18
253,Dogmersfield,18,1,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1445,1445/1,1445/1/18
254,Dogmersfield,18,1,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1445,1445/1,1445/1/18
255,Dogmersfield,19,1,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,notary-public,1,1/1445,1445/1,1445/1/19
256,Dogmersfield,19,1,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1445,1445/1,1445/1/19
257,Dogmersfield,20,1,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1445,1445/1,1445/1/20
258,Dogmersfield,21,1,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Master John Raynold,subdean of Wells,,,,,,,1,1/1445,1445/1,1445/1/21
259,Dogmersfield,7,2,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1445,1445/2,1445/2/7
260,Dogmersfield,15,2,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1445,1445/2,1445/2/15
261,Dogmersfield,20,2,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,2/1445,1445/2,1445/2/20
262,Dogmersfield,23,3,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1445,1445/3,1445/3/23
263,Dogmersfield,23,3,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1445,1445/3,1445/3/23
264,Dogmersfield,3,4,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Master Thomas Bromhale,Bachelor in theology,John Withir,,William Langton,"clerk, notary-public",,,1,4/1445,1445/4,1445/4/3
265,Dogmersfield,5,4,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1445,1445/4,1445/4/5
266,Dogmersfield,6,4,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,John Gauter,Literate of the dioceses of Bath and Wells and Winchester,Walter Waryun,Literate of the dioceses of Bath and Wells and Winchester,William Langton,"clerk, notary-public",,,1,4/1445,1445/4,1445/4/6
267,Dogmersfield,7,4,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1445,1445/4,1445/4/7
268,Dogmersfield,12,4,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1445,1445/4,1445/4/12
269,Dogmersfield,30,4,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1445,1445/4,1445/4/30
270,Dogmersfield,8,5,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1445,1445/5,1445/5/8
271,Dogmersfield,14,5,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,5/1445,1445/5,1445/5/14
272,Dogmersfield,20,6,1445,,51.261833,-0.883505,Hampshire,,"*** p. 38 - Letters testimonial that the bishop has approved the said profession and invested the said Stephen as above by license of Henry, cardinal priest of St. Eusebius, commonly called the Cardinal of England, bishop of Winchester",Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1445,1445/6,1445/6/20
273,Dogmersfield,22,6,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1445,1445/6,1445/6/22
274,Dogmersfield,22,6,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1445,1445/6,1445/6/22
275,Dogmersfield,24,6,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1445,1445/6,1445/6/24
276,Dogmersfield,3,7,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1445,1445/7,1445/7/3
277,Dogmersfield,6,7,1445,,51.261833,-0.883505,Hampshire,,The presentee announced to the bishop at Dogmersfeld that the archdeacon … had refused to induct him,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1445,1445/7,1445/7/6
278,Dogmersfield,6,7,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1445,1445/7,1445/7/6
279,Dogmersfield,12,7,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1445,1445/7,1445/7/12
280,Dogmersfield,14,7,1445,,51.261833,-0.883505,Hampshire,,"Bishop delivered letters to Master Richard testimonial reciting the above collation, institution, refusla and induction",Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1445,1445/7,1445/7/14
281,Dogmersfield,16,7,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Master William North,notary-public,Master John Machon,notary-public,,,,,1,7/1445,1445/7,1445/7/16
282,Dogmersfield,18,7,1445,,51.261833,-0.883505,Hampshire,,p. 41 - commissin to prorogue the bishop's visitation of the monastery of Glastonbury from Thursday after St. Peter's Chains next to Wednesday after the Exaltation of the Holy Cross; as the bishop is prevented by pressing business from attending to the s,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1445,1445/7,1445/7/18
283,Dogmersfield,5,8,1445,,51.261833,-0.883505,Hampshire,,p. 44 relook to see if more people present,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,8/1445,1445/8,1445/8/5
284,Dogmersfield,9,8,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Master John Fitz Warreyn,,Thomas Smyth,,William Langton,notary-public,,,1,8/1445,1445/8,1445/8/9
285,Dogmersfield,21,12,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1445,1445/12,1445/12/21
286,Dogmersfield,27,12,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,12/1445,1445/12,1445/12/27
287,Dogmersfield,28,12,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Master Thomas Merssh,,John Machon,,William North,"Clerk of Salisbury diocese, notary-public",,notary-public,1,12/1445,1445/12,1445/12/28
288,Dogmersfield,30,12,1445,,51.261833,-0.883505,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,Sir John Petre,Rector of Alyngford,Nicholas Cwyly,of the diocese of Bath and Wells,,,,,1,12/1445,1445/12,1445/12/30
289,Dogmersfield,8,1,1446,,51.27107,-0.875273,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1446,1446/1,1446/1/8
290,Dogmersfield,8,1,1446,,51.27107,-0.875273,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,1/1446,1446/1,1446/1/8
291,Dogmersfield,3,6,1446,,51.27107,-0.875273,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1446,1446/6,1446/6/3
292,Dogmersfield,8,6,1446,,51.27107,-0.875273,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1446,1446/6,1446/6/8
293,Dogmersfield,17,6,1446,,51.27107,-0.875273,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,6/1446,1446/6,1446/6/17
294,Dogmersfield,23,7,1446,,51.27107,-0.875273,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,7/1446,1446/7,1446/7/23
295,Dogmersfield,5,8,1446,,51.27107,-0.875273,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,8/1446,1446/8,1446/8/5
296,Dogmersfield,21,3,1447,,51.27107,-0.875273,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1447,1447/3,1447/3/21
297,Dogmersfield,23,3,1447,,51.27107,-0.875273,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,3/1447,1447/3,1447/3/23
298,Dogmersfield,4,4,1447,,51.27107,-0.875273,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,,,1,4/1447,1447/4,1447/4/4
299,Dogmersfield,6,4,1447,,51.27107,-0.875273,Hampshire,,,Register of Thomas Bekynton,Thomas Bekynton,Bishop,,,,,,,,Master John Machon,,1,4/1447,1447/4,1447/4/6
