Weekday,day,month,year,Location_Book,modern_name,geo_id,Loc_Codes,latitude,longitude,Notes
,29,6,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,30,6,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,FN24
,1,7,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,"Note: Every day listed for Burjaçot, there are also documents from Valencia and every day listing Altura, there are documents from Segorb for the month of July"
,2,7,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,FN25
,3,7,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,4,7,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,5,7,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,6,7,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,7,7,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,8,7,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,9,7,1401,Burjaçot,Burjassot,2520712,,39.5096699,-0.4135963,
,9,7,1401,Masamagrel,Massamagrell,2514066,,39.569999,-0.3336614,
,9,7,1401,Murvedre,Sagunto,2511619,,39.6798633,-0.2784385,
,10,7,1401,Murvedre,Sagunto,2511619,,39.6798633,-0.2784385,
,10,7,1401,Sot,Sot de Ferrer,2510780,,39.8050856,-0.4107509,
,11,7,1401,Sot,Sot de Ferrer,2510780,,39.8050856,-0.4107509,
,12,7,1401,Sot,Sot de Ferrer,2510780,,39.8050856,-0.4107509,
,12,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,13,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,14,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,15,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN26
,16,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,17,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,18,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,19,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,20,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,20,7,1401,Segorb,Segorbe,2510972,,39.852118,-0.48333,
,21,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,22,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,23,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,24,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN27
,25,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,26,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,27,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,28,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,29,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,30,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,31,7,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN28
,1,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,"Note: for every day of this month, there are also documents from Segorb (from the court perhaps?)"
,2,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,3,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,4,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,5,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,6,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,7,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,8,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,9,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,9,8,1401,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,10,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN29
,11,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,12,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,13,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,14,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,15,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,16,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,17,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN30
,18,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,19,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,20,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,20,8,1401,Segorb,Segorbe,2510972,,39.852118,-0.48333,
,20,8,1401,Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,21,8,1401,Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,21,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,22,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,23,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,24,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,25,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,26,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,27,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,28,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,29,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,30,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,31,8,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN31
,1,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,"Note: for every day of this month, there are also documents from Segorb (from the court perhaps?)"
,2,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,3,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,4,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,5,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN32
,6,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,7,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,8,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,9,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,10,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,11,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,12,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,13,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,14,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN33
,15,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,16,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,17,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,18,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,19,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,20,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,21,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,22,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,23,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,24,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,25,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,26,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,27,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN34
,28,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,29,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN35
,30,9,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN36
,1,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,Note: for all of this month there are also documents in Segorb
,2,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,3,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,4,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,4,10,1401,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,5,10,1401,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,5,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,6,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,7,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,8,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,9,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,10,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,11,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,12,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,13,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,14,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN37
,15,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,16,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,17,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN38
,18,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,19,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,20,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,21,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN39
,21,10,1401,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,22,10,1401,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,22,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,23,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,24,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,25,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN40
,26,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,27,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,27,10,1401,Segorb,Segorbe,2510972,,39.852118,-0.48333,
,28,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,29,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,30,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,31,10,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN41
,1,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,"FN42; Note: For every day of this month, there are also documents from Segorb"
,1,11,1401,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,2,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,3,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,4,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,5,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN43
,6,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,7,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN44
,8,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,9,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,9,11,1401,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,10,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,11,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,12,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,13,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,14,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,15,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,16,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,17,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,18,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,19,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,20,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,21,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,22,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,23,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,24,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,25,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,26,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,27,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,28,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN45
,29,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN46
,30,11,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN47
,1,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,"Note: for the time the king is in Altura in December, there continue to be documents from Segorb"
,2,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,3,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,4,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,5,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,6,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,7,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,8,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,9,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,10,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,11,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN48
,12,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,13,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,14,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,FN49
,14,12,1401,Monestir de la Vall de Christ,Cartuja de Vall de Crist,GNA_0004,,39.8409948,-0.5080211,
,15,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,16,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,17,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,18,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,19,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,20,12,1401,Altura,Altura,2521793,,39.8507919,-0.5129437,
,20,12,1401,Viver,Viver,2509420,,39.9219229,-0.5979205,
,20,12,1401,Les Barraques dels Reyals,Barraques,3128656,,40.0162978,-0.6976944,
,21,12,1401,Les Barraques dels Reyals,Barraques,3128656,,40.0162978,-0.6976944,
,22,12,1401,Les Barraques dels Reyals,Barraques,3128656,,40.0162978,-0.6976944,
,22,12,1401,Sarrió,Sarrión,3109360,,40.14175,-0.81533,
,22,12,1401,Pobla de Vallvert,La Puebla de Valverde,3119188,,40.2253186,-0.9301201,FN50; Note: Latin name also given in a document: Populi Vallis viridis
,23,12,1401,Pobla de Vallvert,La Puebla de Valverde,3119188,,40.2253186,-0.9301201,
,23,12,1401,Therol,Teruel,3108126,,40.3456879,-1.1064345,
,24,12,1401,Therol,Teruel,3108126,,40.3456879,-1.1064345,
,25,12,1401,Therol,Teruel,3108126,,40.3456879,-1.1064345,
,26,12,1401,Therol,Teruel,3108126,,40.3456879,-1.1064345,FN51
,27,12,1401,Thuroli,Teruel,3108126,,40.3456879,-1.1064345,
,28,12,1401,Thuroli,Teruel,3108126,,40.3456879,-1.1064345,
,28,12,1401,Celha,Cella,3125480,,40.4544607,-1.2855615,
,29,12,1401,Sella,Cella,3125480,,40.4544607,-1.2855615,
,29,12,1401,Vila Reyal,Monreal del Campo,3116454,,40.7877194,-1.3553635,No clear designation or obvious town or evidence.
,29,12,1401,Munt Reyal,Monreal del Campo,3116454,,40.7877194,-1.3553635,
,30,12,1401,Mont Reyal del Campo,Monreal del Campo,3116454,,40.7877194,-1.3553635,
,30,12,1401,Torrijo,Torrijo del Campo,3107702,,40.8264154,-1.3375183,
,30,12,1401,Calamotxa,Calamocha,3127059,,40.9193782,-1.299939,
,31,12,1401,Calamotxa,Calamocha,3127059,,40.9193782,-1.299939,
,31,12,1401,Bagana,Báguena,3129010,,41.040396,-1.358701,
,31,12,1401,Darocha,Daroca,3123969,,41.1144048,-1.4144344,FN52
,1,1,1402,Daroca,Daroca,3123969,,41.1144048,-1.4144344,
,2,1,1402,Daroca,Daroca,3123969,,41.1144048,-1.4144344,FN1
,3,1,1402,Daroca,Daroca,3123969,,41.1144048,-1.4144344,
,3,1,1402,Langa,Langa del Castillo,3119338,,41.2108711,-1.39879,FN2
,3,1,1402,Tovet,Tobed,3108048,,41.3382239,-1.3993934,
,4,1,1402,Almunia,La Almunia de Doña Godina,3120012,,41.4768441,-1.3746587,FN3
,4,1,1402,Epila,Épila,3123106,,41.5746462,-1.2313618,FN4
,4,1,1402,Pedrola,Pedrola,3114097,,41.7851062,-1.2185371,
,5,1,1402,Lloch de Pedrola,Pedrola,3114097,,41.7851062,-1.2185371,FN5
,6,1,1402,Lloch de Pedrola,Pedrola,3114097,,41.7851062,-1.2185371,FN6
,7,1,1402,Lloch de Pedrola,Pedrola,3114097,,41.7851062,-1.2185371,
,8,1,1402,Lloch de Pedrola,Pedrola,3114097,,41.7851062,-1.2185371,FN7
,9,1,1402,Lloch de Pedrola,Pedrola,3114097,,41.7851062,-1.2185371,FN8
,9,1,1402,Mallen,Mallén,3117623,,41.899839,-1.41877,
,10,1,1402,Mallen,Mallén,3117623,,41.899839,-1.41877,
,11,1,1402,Mallen,Mallén,3117623,,41.899839,-1.41877,
,12,1,1402,Mallen,Mallén,3117623,,41.899839,-1.41877,FN9
,13,1,1402,Mallen,Mallén,3117623,,41.899839,-1.41877,
,14,1,1402,Mallen,Mallén,3117623,,41.899839,-1.41877,
,15,1,1402,Mallen,Mallén,3117623,,41.899839,-1.41877,
,16,1,1402,Mallen,Mallén,3117623,,41.899839,-1.41877,
,17,1,1402,Mallen,Mallén,3117623,,41.899839,-1.41877,FN10
,18,1,1402,Mallen,Mallén,3117623,,41.899839,-1.41877,
,19,1,1402,Castro de Mallen,Mallén,3117623,,41.899839,-1.41877,
,20,1,1402,Mallen,Mallén,3117623,,41.899839,-1.41877,"Zurita's Anales states that the king passed through Cortes to visit Dona Blancha, but Llagostera cannot find a document to that effect - Cortes is just north of Mallén around 3 miles."
,20,1,1402,Pedrola,Pedrola,3114097,,41.7851062,-1.2185371,
,21,1,1402,Pedrola,Pedrola,3114097,,41.7851062,-1.2185371,
,22,1,1402,Lloch de Pedrola,Pedrola,3114097,,41.7851062,-1.2185371,
,22,1,1402,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,23,1,1402,,,,,,,
,24,1,1402,,,,,,,
,25,1,1402,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,26,1,1402,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,27,1,1402,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,28,1,1402,Aljaferia,Zaragoza,3104324,,41.6488226,-0.8890853,
,29,1,1402,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,30,1,1402,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN11
,31,1,1402,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN12
,1,2,1402,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,2,2,1402,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,3,2,1402,Ossera,Osera de Ebro,3114841,,41.534186,-0.579578,
,4,2,1402,,,,,,,
,5,2,1402,,,,,,,
,6,2,1402,Dada en la barca denant lo dit loch de Xielsa,On ship near Gelsa,CA_MI_04,,41.3934178,-0.4714434,
,6,2,1402,Casp,Caspe,3125994,,41.2344007,-0.0408208,
,7,2,1402,,,,,,,
,8,2,1402,Mequinença,Mequinenza,3116881,,41.3614974,0.2969768,
,8,2,1402,Fayo,Fayón,3122595,,41.2464365,0.353866,
,9,2,1402,Castell de Miravet,Castell de Miravet,TL_0012,,41.035608,0.594037,
,10,2,1402,Xerta,Xerta,3125162,,40.9063208,0.4910388,
,10,2,1402,Tortosa,Tortosa,3107677,,40.8125777,0.5214423,FN13
,11,2,1402,Tortosa,Tortosa,3107677,,40.8125777,0.5214423,
,12,2,1402,Tortosa,Tortosa,3107677,,40.8125777,0.5214423,
,13,2,1402,Tortosa,Tortosa,3107677,,40.8125777,0.5214423,FN14
,14,2,1402,Dertuse,Tortosa,3107677,,40.8125777,0.5214423,
,14,2,1402,Trayguera,Traiguera,3107610,,40.5252164,0.290172,
,15,2,1402,Vila de St. Matheu,Sant Mateu del Maestrat,3110310,,40.4654987,0.1787657,FN15
,16,2,1402,Vila de St. Matheu,Sant Mateu del Maestrat,3110310,,40.4654987,0.1787657,
,17,2,1402,Sant Matheu,Sant Mateu del Maestrat,3110310,,40.4654987,0.1787657,
,17,2,1402,Loch de Coves,Les Coves de Vinromà,3124065,,40.3105235,0.1217892,FN16
,18,2,1402,Pobla de Tornesa,La Pobla Tornesa,3112776,,40.099944,0.000595,
,18,2,1402,Ville Castilionis planicie Burriane,Castellón de la Plana,2519752,,39.9847123,-0.0403399,
,19,2,1402,Almaçora,Almassora,2521909,,39.9478425,-0.0629989,
,20,2,1402,Almaçora,Almassora,2521909,,39.9478425,-0.0629989,FN17
,20,2,1402,Castell de Burriana,Castellón de la Plana,2519752,,39.9847123,-0.0403399,
,21,2,1402,Vila Castilionis campi de Burriane,Castellón de la Plana,2519752,,39.9847123,-0.0403399,
,22,2,1402,Vila de Castello de la Plana de Burriana,Castellón de la Plana,2519752,,39.9847123,-0.0403399,
,23,2,1402,Vila de Castello de la Plana de Burriana,Castellón de la Plana,2519752,,39.9847123,-0.0403399,
,24,2,1402,Castell de Burriane,Castellón de la Plana,2519752,,39.9847123,-0.0403399,FN18
,25,2,1402,Castell de Burriane,Castellón de la Plana,2519752,,39.9847123,-0.0403399,FN19
,26,2,1402,Villa Castilionis Burrianae,Castellón de la Plana,2519752,,39.9847123,-0.0403399,
,27,2,1402,Vila de Castell Burriana,Castellón de la Plana,2519752,,39.9847123,-0.0403399,FN20
,28,2,1402,Vila de Castell Burriana,Castellón de la Plana,2519752,,39.9847123,-0.0403399,FN21
,1,3,1402,Castell de la Plana de Burriana,Castellón de la Plana,2519752,,39.9847123,-0.0403399,
,2,3,1402,Vila de Castelló de Burriana,Castellón de la Plana,2519752,,39.9847123,-0.0403399,
,3,3,1402,Castell de la Plana de Burriana,Castellón de la Plana,2519752,,39.9847123,-0.0403399,
,4,3,1402,Castell de Burriana,Castellón de la Plana,2519752,,39.9847123,-0.0403399,
,5,3,1402,Castell de Burriana,Castellón de la Plana,2519752,,39.9847123,-0.0403399,
,6,3,1402,Castell de la Plana de Burriana,Castellón de la Plana,2519752,,39.9847123,-0.0403399,FN22
,7,3,1402,Castell de la Plana de Burriana,Castellón de la Plana,2519752,,39.9847123,-0.0403399,FN23
,8,3,1402,Castell de la Plana de Burriana,Castellón de la Plana,2519752,,39.9847123,-0.0403399,
,9,3,1402,Castell de la Plana de Burriana,Castellón de la Plana,2519752,,39.9847123,-0.0403399,
,10,3,1402,Vila Castilionis planicie de Burriana,Castellón de la Plana,2519752,,39.9847123,-0.0403399,
,11,3,1402,Castell de la Plana de Burriana,Castellón de la Plana,2519752,,39.9847123,-0.0403399,
,12,3,1402,Castell de la Plana de Burriana,Castellón de la Plana,2519752,,39.9847123,-0.0403399,
,13,3,1402,Castell de la Plana de Burriana,Castellón de la Plana,2519752,,39.9847123,-0.0403399,
,14,3,1402,Castell de la Plana de Burriana,Castellón de la Plana,2519752,,39.9847123,-0.0403399,
,15,3,1402,Burriana,Burriana,2520709,,39.8895925,-0.0848302,FN24
,16,3,1402,Burriana,Burriana,2520709,,39.8895925,-0.0848302,FN25
,16,3,1402,Nules,Nules,2513180,,39.8539503,-0.1553504,
,16,3,1402,Almenar,Almenara,2521899,,39.753449,-0.2232937,
,17,3,1402,Almenara,Almenara,2521899,,39.753449,-0.2232937,
,17,3,1402,Loch de Puig,El Puig de Santa María,2512162,,39.590898,-0.304884,
,17,3,1402,Monestir de Sta. Maria del Puig,Real Monasterio de Santa María de El Puig,GNA_0029,,39.5885174,-0.3030747,
,18,3,1402,Puig de Valencia,El Puig de Santa María,2512162,,39.590898,-0.304884,FN26
,19,3,1402,Monestir del Puig de Valencia,Real Monasterio de Santa María de El Puig,GNA_0029,,39.5885174,-0.3030747,
,20,3,1402,,,,,,,
,21,3,1402,Monestir de Sent Vicent de Valencia,Monasterio San Vicente de la Roqueta,TL_0040,,39.4644388,-0.3821367,FN27
,22,3,1402,,,,,,,
,23,3,1402,Monestir de Sant Vicens horta de Valencia,Monasterio San Vicente de la Roqueta,TL_0040,,39.4644388,-0.3821367,
,24,3,1402,Monestir de Sant Vicens prop de Valencia,Monasterio San Vicente de la Roqueta,TL_0040,,39.4644388,-0.3821367,
,25,3,1402,Monestir de Sant Vicens de Valencia,Monasterio San Vicente de la Roqueta,TL_0040,,39.4644388,-0.3821367,
